Classification,Name,Contact,Communication_Preference,Phone,Invoice_Email,Route,Rating,csp,matchname,city,street,postalcode
2% Gestion,METRO 2461 : (9331-5888 QC INC),DAREN .,Telephone,5145248850,MF022461OPR@METRO.CA,MTL Est 1,3,,METRO/:MÉTRO 2461 (9331-5888 QC INC).,MONTRÉAL,"3800, rue Ontario Est",H1W1S4
Général,METRO BEAULIEU MONT-ROYAL,,Telephone,5145225146,gricard@metrobeaulieu.ca,MTL Est 1,3,,METRO BEAULIEU MONT-ROYAL,MONTREAL,2275 AV. MONT-ROYAL EST,H2H1K7
2% Gestion,METRO RICHELIEU INC.25963,Mathieu Audet,Telephone,5146422269,MS025963ADM@METRO.CA,MTL Est 1,3,,METRO/:METRO RICHELIEU INC 25963,POINTE-AUX-TREMBLES,12695 RUE SHERBROOKE E,H1A3V9
2% Gestion,Metro St-Joseph 0421,Jean-François Daneau - poste 42147,Cell + Email,5142546689,gerepic0421@groupemessier.com,MTL Est 1,3,,No match,N/A,N/A,N/A
ORLEANS EXPRESS,STEPHANIE BESNER,Pivohub / tel,5148060738,,MTL Est 1,3,,ORLEANS EPICERIE INC. - 00827,MONTREAL,3899 HOCHELAGA,H1W1J8
Général,TABAGIE VARIETERANGER,Judy .,Courriel,5145079798,judy03mont@yahoo.com,MTL Est 1,3,,TABAGIE VARIETE  RANGER. - 00369,MONTREAL,"6476, 1ERE AVENUE",H1Y1A8
Général,WJW MONT-ROYAL,Dominique ou Benjamin,Courriel,5145281901,wjwmontroyal@gmail.com,MTL Est 1,3,,No match,N/A,N/A,N/A
2% Gestion,METRO 5975 : METRO SUPER C PIE IX,Mustafa off lundi,,5145216799,MS005975ADM@METRO.CA,MTL Est 1,5,,METRO/:MÉTRO SUPER C PIE IX-5975.,MONTRÉAL QUÉBEC H1V2C8,2050  BOUL PIE IX,H1V2C8
Général,LE ELSDALE CAFE & BUVETTE,Joël,Courriel,5147259769,resto@elsdale.cafe,MTL Est 1,2,csp,LE ELSDALE CAFE & BUVETTE. - 00371,MONTRÉAL QUÉBEC H2G1N3,"2381, BEAUBIEN EST",H2G1N3
Bernard et fils Traiteur,Julie Marie,,5145254930,info@bernard-traiteur.com,MTL Est 1,3,csp,No match,N/A,N/A,N/A
Général,Binerie Mont-Royal,Philippe .,Telephone,5142859078,jpbrunetcan@gmail.com,MTL Est 1,3,csp,No match,N/A,N/A,N/A
Général,BROUEHAHA PAPINEAU,ERIC .,Courriel,4383805563,ERIC.BROUHAHA.AHUNTSIC@GMAIL.COM,MTL Est 1,3,csp,No match,N/A,N/A,N/A
Général,Gaspesie Bistro Gourmand,Sylvain Pelletier Cell: 514-238-0268,Cell Phone,5142380268,pa.doiron@horizonocean.comsylvainpelletier40@gmail.com,MTL Est 1,3,csp,GASPESIE BISTRO GOURMAND (CSP) - 00746,MONTREAL,"30, RUE SAINTE-CATHERINE OUEST",H2X3V4
Général,LE TRÈFLE,,Courriel,4383863737,karine@letemple.ca,MTL Est 1,3,csp,LE TREFLE. - 00373,MONTRÉAL QUÉBEC H1W1T1,3971 RUE ONTARIO EST,H1W1T1
Général,RANDOLPH PUB LUDIQUE ROSEMNONT,Daniel,Courriel,4383874001,rosemont.service@randolph.ca,MTL Est 1,3,csp,RANDOLPH PUB LUDIQUE ROSEMNONT.,MONTRÉAL QUÉBEC H2G2J8,6505 DES ÉCORCES,H2G2J8
Général,YISST,Catherine Archambault,Courriel,5144390992,INFO@YISST.COM,MTL Est 1,3,csp,YISST. - 00374,MONTRÉAL QUÉBEC H2S1M9,901 ST-ZOTIQUE EST,H2S1M9
Événementiel,HORIZON ET OCEAN,Pierre-Andree / JS / Martin,Telephone,,PA.DOIRON@HORIZONOCEAN.COM,MTL Est 1,4,csp,No match,N/A,N/A,N/A
2% GESTION + AA,METRO 1290: METRO LAURIER,emile (pas lundi ap. 13h) c. 514-839-5491,Telephone,5145248788,trousseau@metrobeaulieu.ca,MTL Est 2,1,,METRO/:MÉTRO LAURIER - 1290.,MONTRÉAL,"1293, LAURIER EST",H2J1H2
AA,ILS EN FUMENT DU BON INC,Vincent Autre: (514) 286-1286,Courriel,5147580123,boutique@ilsenfumentdubon.com,MTL Est 2,2,,ILS EN FUMENT DU BON INC. - 00377,MONTRÉAL QUÉBEC H2R1S7,"176, RUE JEAN-TALON EST",H2R1S7
AA,WILLIAM J WALTER - FLEURY,Dominic,Courriel,5143832999,boiregrand@gmail.com,MTL Est 2,2,,WILLIAM J WALTER FLEURY. - 00378,MONTRÉAL,1314 RUE FLEURY EST,H2C1R3
2% Gestion,2446 ALIMENTATION MATHIEU RAINVILLE INC.,stephane simard,Telephone,5143540282,,MTL Est 2,3,,METRO/:MÉTRO 2446 - ALIMENTATION MATHIEU RAINVILLE,ANJOU,"6500, BOUL JOSEPH-RENAUD",H1K3V4
Général,BIÈROTHÈQUE,Dominique (11 am) Attention Paiement,Telephone,5143604278,BIEROTHEQUE@GMAIL.COM,MTL Est 2,3,,BIEROTHEQUE. - 00376,MONTRÉAL QUÉBEC H2S1K8,152 SUR ST-ZOTIQUE EST,H2S1K8
Boutique Hellvis et candyshop,Elvis Johnson 514-251-9955,Cell + Email,4388770022,elvisincj@hotmail.com,MTL Est 2,3,,No match,N/A,N/A,N/A
Général,DEPANNEUR DE L'EST,Louis,Telephone,5142738174,depanneurest@gmail.com,MTL Est 2,3,,No match,N/A,N/A,N/A
Général,DEPANNEUR EXPRESS FLEURY,Jun Li,Courriel,5143872073,johnny.lijun0518@gmail.com,MTL Est 2,3,,DEPANNEUR EXPRESS FLEURY. - 00380,MONTREAL,1570 RUE FLEURY E,H2C1S6
DEPANNEUR KAHERA,MICHAEL .,Pivohub / tel,5149273081,lekahera@outlook.com,MTL Est 2,3,,9400-9255 QUEBEC INC - CAFE-DEPANNEUR KAHERA,MONTREAL,"282, AV. MOZART E.",H2S1B7
Général,DEPANNEUR LANA,BASSAM HAMIEH .,Telephone,5142980958,BRAMIEH@HOTMAIL.COM,MTL Est 2,3,,No match,N/A,N/A,N/A
AA,DEPANNEUR SIMON ANTHONY,Leon / Serkis,Telephone,5142723632,DEP.SIMONANTHONY@HOTMAIL.COM,MTL Est 2,3,,DEPANNEUR SIMON ANTHONY ( 9023-6571 QUEBEC INC). - 00387,1349 RUE BEAUBIEN EST,DÉPANNEUR SIMON ANTHONY,IENEST
Général,EPICERIE DU COIN,TONY .,Telephone,5145251881,DIABLOANTONY@MSN.COM,MTL Est 2,3,,EPICERIE DU COIN - 00745,MONTREAL,2501 FRONTENAC,H2K3A2
Général,IGA 8044 extra Famille Godin  Alimentation Pointe-aux-Trembles,Robert .,Telephone,5144982220,iga08044hautedirection@sobeys.com,MTL Est 2,3,,"IGA  8044 - EXTRA FAMILLE GODIN, ALIMENTATION POINTE AUX TREMBLES - 00770",POINTE-AUX-TREMBLES,13155 SHERBROOKE EST,H1A1B9
Général,IGA MARCHE BARCELO INC,Charles Boucher,Courriel,5142709440,IGA00454MONTREAL@SOBEYS.COM,MTL Est 2,3,,IGA MARCHE BARCELO INC. - 00381,Montréal Québec H2S1M9,900 Rue Saint Zotique E,H2S1M9
Général,IGA MARCHE DEZIEL 00569,maxime poser après 13h,Telephone,5147259323,IGA00569MARCHEDEZIEL@SOBEYS.COM,MTL Est 2,3,,No match,N/A,N/A,N/A
Général,IGA MILLEN 8383,Michael Martel,Courriel,4383829963,iga08383hautedirection@sobeys.com,MTL Est 2,3,,IGA MILLEN (08383). - 00383,MONTRÉAL,"10760, AVE MILLEN",H2C0A5
Général,MAGASIN GENERAL DE CASTELNAU,Stéphane app quand on va avoir des cans,Telephone,5145029787,info@mgdecastelnau.com,MTL Est 2,3,,MAGASIN GENERAL DE CASTELNAU. - 00384,MONTRÉAL QUÉBEC H2R1P8,337 DE CASTELNAU EST,H2R1P8
Général,MARCHE BARCELO INC (TRADITION/SOBEYS),Charles Boucher,Courriel,5142779516,TRA08721MARCHEBARCELO@SOBEYS.COM,MTL Est 2,3,,MARCHE BARCELO INC (TRADITION/SOBEYS). - 00385,MONTRÉAL QUÉBEC H2S1T7,1200 RUE BEAUBIEN EST,H2S1T7
2% Gestion,Marché Royal,Peter Loupessis cell514-582-6982,Cell + Email,5142766982,marcheroyalplus@msn.com,MTL Est 2,3,,METRO/:METRO 3389 - MARCHE ROYAL,MONTREAL,"274, RUE ST-ZOTIQUE EST",H2S1L3
Général,METRO 0332 : ANDRE-GRASSET,LUC 514-743-0619 app aux 2 semaines,Courriel,5143821465,,MTL Est 2,3,,METRO/:METRO ANDRÉ-GRASSET 0332.,Montréal Québec H2M2E9,8935 Avenue Andre Grasset,H2M2E9
2% Gestion,METRO 1082 : MARCHÉ BIGRAS,Yoan AM,Telephone,5145235882,ma001082opr@metro.ca,MTL Est 2,3,,METRO/:MÉTRO MARCHÉ BIGRAS 1082.,MONTRÉAL QUÉBEC H2K1A7,2008 RUE GAUTHIER,H2K1A7
2% Gestion,METRO 2154: METRO MARCANIO -,Jason Cianci veut la can et non la btl,Telephone,5147291866,MA002154ADM@METRO.CA,MTL Est 2,3,,METRO/:MÉTRO MARCANIO - 2154.,MONTRÉAL QUÉBEC H2G1A8,1550 RUE BÉLANGER,H2G1A8
Général,METRO 22466 : ALIMENTATION DANIEL HOULE,Daniel Bergeron,Telephone,5145255090,mf022466opr@metro.ca,MTL Est 2,3,,METRO/:MÉTRO ALIMENTATION DANIEL HOULE 2466,MONTRÉAL QUÉBEC H2K 2H6,1955 RUE STE-CATHERINE EST,H2K2H6
METRO 2440 : ALIMENTATION PATRICK LEMAY,DAVID,Telephone,5143851760,mf022440opr@metro.ca,MTL Est 2,3,,METRO/:METRO PLUS FLEURY 2478,MONTREAL,1745 RUE FLEURY E,H2C1T3
2% Gestion,METRO 5920,Marc .,Cell + Email,5143234370,,MTL Est 2,3,,METRO/:METRO SUPER C 5920,MONTREAL NORD,6000. BOUL HENRI-BOURASSA EST,H1G2T6
Général,PROVIGO GUILLAUME CHARTRAND,Guillaume Chartrand,Pivohub / tel,5143811301,SMP8193D@PROVIGO.CA,MTL Est 2,3,,No match,N/A,N/A,N/A
Général,Provi-soir,William .,,5149757145,,MTL Est 2,3,,9309-4852 QUEBEC INC - PROVISOIR BELANGER,MONTREAL,2101 RUE BELANGER,H2G1C3
Général,DEPANNEUR EQUIVALAND,M. Li,Courriel,5142732143,LIHUANGRR@YAHOO.COM,MTL Est 2,4,,DEPANNEUR EQUIVALAND. - 00386,MONTRÉAL,"1140, boul Rosemont Est",H2S2A4
Général,LA VIE EN VERT,Harry .,Telephone,5147222200,marchevieenvert@gmail.com,MTL Est 2,5,,MARCHE DU CHEF.:LA VIE EN VERT. - 00389,MONTRÉAL QUÉBEC H2E2B9,"7700, RUE FABRE",H2E2B9
Général,Bier Markt.,Ian McLeod,Courriel,5148647575,exploitation.montreal@recipeunlimited.com,MTL Est 2,1,csp,No match,N/A,N/A,N/A
Général,ISLE DE GARDE,Michael Courriel only,Courriel,5142680301,simon@isledegarde.com,MTL Est 2,1,csp,No match,N/A,N/A,N/A
Général,BILY KUN,Alexandre,Courriel,5145065206,INFO@BILYKUN.COM,MTL Est 2,3,csp,BILY KUN. - 00392,MONTRÉAL QUÉBEC H2T1P9,354 MONT-ROYAL EST,H2T1P9
Général,ETOH BRASSERIE,Mireille,Courriel,5145089894,francoisbelanger@etohbrasserie.com,MTL Est 2,3,csp,ETOH BRASSERIE. - 00393,MONTRÉAL,8100 RUE SAINT-DENIS,H2P2G6
Général,LE SAINT-BOCK,Julien .,Courriel,4384021557,info@saintbock.com,MTL Est 2,3,csp,LE SAINT-BOCK. - 00394,MONTRÉAL (,"1749, RUE ST-DENIS",H2X3K4
Général,LE ZOTIQUE,Dino 514-770-3466,,5149035899,dinor97@hotmail.com,MTL Est 2,3,csp,LE ZOTIQUE. - 00395,MONTRÉAL,227 ST-ZOTIQUE EST,H2S1L2
Général,PUB ILE NOIRE,Simon-Pierre Lepage Apres 10:30 et avant 15h,Telephone,5149820866,ILE.NOIRE@QC.AIRA.COM,MTL Est 2,3,csp,PUB ILE NOIRE. - 00396,MONTRÉAL QUÉBEC H2X3K4,1649 RUE ST-DENIS,H2X3K4
Général,Z Biztro,M. Bhoobun,Courriel,5144046657,BHOOBUN.R@VIDEOTRON.CA,MTL Est 2,3,csp,No match,N/A,N/A,N/A
DBSQ,MALTEHOPS,Patrick,Courriel,5149032337,maltehops1671@gmail.com,MTL Ouest,1,,MALTEHOPS. - 00398,VERDUN QUÉBEC H4G1X5,4817 WELLINGTON,H4G1X5
Général,BOUTIQUE CHEERS,CATHERINE ROUX .,Courriel,5145166014,catherine@boutiquecheers.com,MTL Ouest,2,,BOUTIQUE CHEERS. - 00710,MONTREAL,"2035, WELLINGTON",H3K1W7
Général,COMPTOIR STE-CECILE,Adèle,Courriel,5142719888,COMPTOIRSAINTECECILE@GMAIL.COM,MTL Ouest,2,,COMPTOIR STE-CECILE. - 00399,MONTRÉAL QUÉBEC H2R1P5,232 DE CASTELNEAU E.,H2R1P5
AA,DEPANNEUR AS VIDEO,Annie Pas gros volume,Telephone,5142774645,asbieresduquebec@gmail.com,MTL Ouest,2,,No match,N/A,N/A,N/A
AA,DEPANNEUR BRISSON,Dominic / Karine,Courriel,4503712352,DEPANNEURBRISSON@HOTMAIL.COM,MTL Ouest,2,,DEPANNEUR BRISSON. - 00401,SALABERRY DE VALLEYFIELD,"79, RUE SALABERRY",J6T2H2
DBSQ + AA,EPICERIE PRETTE,Alain / Maude,Telephone,5146957888,alain.anader@gmail.com,MTL Ouest,2,,EPICERIE PRETTE. - 00413,POINTE-CLAIRE,"251, BORD-DU-LAC",H9S5K7
Espace houblon Fleury,Francis .,Courriel,5144392332,INFO@ESPACEHOUBLON.CA,MTL Ouest,2,,No match,N/A,N/A,N/A
Général,FROMAGERIE ATWATER,Hamid c. 514-951-0163,Courriel,5149329731,LAKROUTHAMID@HOTMAIL.COM,MTL Ouest,2,,FROMAGERIE ATWATER (MONTREAL). - 00402,MONTREAL,134 AVENUE ATWATER,H4C2G3
Général,IGA MARCHE FAMILLE GADOUA,Claude Gadoua 514-889-4049,Cell Phone,4504294656,IGA08293C.gadoua@SOBEYS.COM,MTL Ouest,2,,IGA MARCHE FAMILLE GADOUA. - 00403,BEAUHARNOIS QUÉBEC J6N0R5,530 BOUL. CADIEUX,J6N0R5
AA,Le decapsuleur,Marc-Antoine Laplante,Telephone,5145454220,commande@decapsuleur.ca,MTL Ouest,2,,No match,N/A,N/A,N/A
Général,LE GOBELET,Jinfa Zhou (anglo),Courriel,4504551667,legobelet78@gmail.com,MTL Ouest,2,,LE GOBELET. - 00404,VAUDREUIL-DORION,"78, RUE VALOIS",J7V1T1
DBSQ + AA,L'EPICERIE LA CONSIGNE,Guillaume,Courriel,5144452966,info@laconsigne.ca,MTL Ouest,2,,No match,N/A,N/A,N/A
Général,PROVIGO ERIC BOIVIN (liege 8172),eric Boivin,Courriel,5143845101,SMp8172D@PROVIGO.CA,MTL Ouest,2,,LOBLAW:PROVIGO ERIC BOIVIN. - 00406,MONTRÉAL QUÉBEC H2P2M8,8570 BOUL. ST-LAURENT,H2P2M8
Général,SUPER MARCHE RAHMAN,M. Rahman (Anglo) (ap. 15h),Telephone,5142792566,SKMOSHIQUR@HOTMAIL.COM,MTL Ouest,2,,PARADIS DE LA BIERE (SUPER MARCHE RAHMAN).:SUPER MARCHE RAHMAN. - 00407,MONTRÉAL,151 Laurier O,H2T2N6
2% Gestion,21305 (METRO)COOPÉRATIVE DE SOLIDARITÉ DE BELLEVUE,Francois .,Courriel,5144575731,gerant@coopbellevue.com,MTL Ouest,3,,No match,N/A,N/A,N/A
21305 (METRO)COOPÉRATIVE DE SOLIDARITÉ DE BELLEVUE,Francois .,Courriel,5144575731,gerant@coopbellevue.com,MTL Ouest,3,,No match,N/A,N/A,N/A
